Abiotrophia defectiva ATCC 49176
Abiotrophia sp. HMSC24B09
Absiella dolichum DSM 3991
Acetobacteraceae bacterium AT-5844
Achromobacter piechaudii ATCC 43553
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans
Achromobacter xylosoxidans C54
Acidaminococcus sp. HPA0509
Acinetobacter baumannii 6013113
Acinetobacter baumannii 6013150
Acinetobacter baumannii 6014059
Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841
Acinetobacter calcoaceticus RUH2202
Acinetobacter haemolyticus ATCC 19194
Acinetobacter johnsonii SH046
Acinetobacter junii SH205
Acinetobacter lwoffii SH145
Acinetobacter radioresistens SH164
Acinetobacter sp. ATCC 27244
Acinetobacter sp. RUH2624
Acinetobacter sp. SH024
Actinobacillus ureae ATCC 25976
Actinobaculum massiliense ACS-171-V-Col2
Actinobaculum sp. oral taxon 183 str. F0552
Actinomyces graevenitzii C83
Actinomyces graevenitzii F0530
Actinomyces johnsonii F0510
Actinomyces johnsonii F0542
Actinomyces sp. HMSC035G02
Actinomyces sp. HMSC062G12
Actinomyces sp. HMSC064C12
Actinomyces sp. HMSC065F11
Actinomyces sp. HMSC065F12
Actinomyces sp. HMSC06A08
Actinomyces sp. HMSC072A03
Actinomyces sp. HMSC075B09
Actinomyces sp. HMSC075C01
Actinomyces sp. HMSC08A01
Actinomyces sp. HMSC08A09
Actinomyces sp. HPA0247
Actinomyces sp. oral taxon 170 str. F0386
Actinomyces sp. oral taxon 171 str. F0337
Actinomyces sp. oral taxon 172 str. F0311
Actinomyces sp. oral taxon 178 str. F0338
Actinomyces sp. oral taxon 180 str. F0310
Actinomyces sp. oral taxon 181 str. F0379
Actinomyces sp. oral taxon 448 str. F0400
Actinomyces sp. oral taxon 848 str. F0332
Actinomyces sp. oral taxon 849 str. F0330
Actinomyces sp. oral taxon 877 str. F0543
Actinomyces urogenitalis DSM 15434
Actinomyces viscosus C505
Actinotignum schaalii FB123-CNA-2
Aerococcus christensenii
Aerococcus sp. HMSC035B07
Aerococcus sp. HMSC061A03
Aerococcus sp. HMSC062A02
Aerococcus sp. HMSC062B07
Aerococcus sp. HMSC06H08
Aerococcus sp. HMSC072A12
Aerococcus sp. HMSC075D05
Aerococcus sp. HMSC10H05
Aerococcus sp. HMSC23C02
Aeromonas dhakensis
Aeromonas veronii AER39
Aeromonas veronii AER397
Aeromonas veronii AMC34
Aeromonas veronii AMC35
Afipia broomeae ATCC 49717
Afipia clevelandensis ATCC 49720
Afipia felis ATCC 53690
Aggregatibacter actinomycetemcomitans Y4
Aggregatibacter aphrophilus F0387
Aggregatibacter segnis ATCC 33393
Aggregatibacter sp. oral taxon 458 str. W10330
Akkermansia sp. KLE1605
Akkermansia sp. KLE1797
Akkermansia sp. KLE1798
Alistipes indistinctus YIT 12060
Alistipes putredinis DSM 17216
Alloiococcus otitis ATCC 51267
Alloprevotella rava F0323
Alloprevotella tannerae ATCC 51259
Alloscardovia omnicolens
Alloscardovia omnicolens F0580
Alloscardovia sp. HMSC034E08
Anaerococcus hydrogenalis
Anaerococcus lactolyticus ATCC 51172
Anaerococcus sp. HMSC065G05
Anaerococcus sp. HMSC068A02
Anaerococcus sp. HMSC075B03
Anaerococcus tetradius
Anaerococcus tetradius ATCC 35098
Anaerococcus vaginalis ATCC 51170
Anaerofustis stercorihominis DSM 17244
Anaeroglobus geminatus F0357
Anaerosphaera sp. HMSC064C01
Anaerostipes caccae
Anaerostipes caccae DSM 14662
Anaerostipes hadrus DSM 3319
Anaerotruncus colihominis DSM 17241
Aneurinibacillus aneurinilyticus ATCC 12856
Arcobacter butzleri JV22
Arthrobacter sp. HMSC06H05
Arthrobacter sp. HMSC08H08
Atopobium deltae
Atopobium minutum 10063974
Atopobium sp. HMSC064B08
Atopobium sp. oral taxon 199 str. F0494
Atopobium sp. oral taxon 810 str. F0209
Atopobium vaginae
Bacillus coagulans
Bacillus smithii 7_3_47FAA
Bacillus sp. 2_A_57_CT2
Bacillus sp. 7_6_55CFAA_CT2
Bacillus sp. BT1B_CT2
Bacillus sp. HMSC036E02
Bacillus sp. HMSC76G11
Bacteroidales bacterium KA00251
Bacteroidales bacterium KA00344
Bacteroides caccae CL03T12C61
Bacteroides cellulosilyticus CL02T12C19
Bacteroides cellulosilyticus DSM 14838
Bacteroides clarus YIT 12056
Bacteroides coprocola DSM 17136
Bacteroides coprophilus DSM 18228 = JCM 13818
Bacteroides dorei 5_1_36/D4
Bacteroides dorei CL02T00C15
Bacteroides dorei CL02T12C06
Bacteroides dorei CL03T12C01
Bacteroides dorei DSM 17855
Bacteroides eggerthii 1_2_48FAA
Bacteroides eggerthii DSM 20697
Bacteroides finegoldii CL09T03C10
Bacteroides finegoldii DSM 17565
Bacteroides fluxus YIT 12057
Bacteroides fragilis
Bacteroides fragilis
Bacteroides fragilis
Bacteroides fragilis
Bacteroides fragilis 3_1_12
Bacteroides fragilis CL03T00C08
Bacteroides fragilis CL03T12C07
Bacteroides fragilis CL05T00C42
Bacteroides fragilis CL05T12C13
Bacteroides fragilis CL07T00C01
Bacteroides fragilis CL07T12C05
Bacteroides fragilis HMW 610
Bacteroides fragilis HMW 615
Bacteroides fragilis HMW 616
Bacteroides intestinalis
Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223
Bacteroides nordii CL02T12C05
Bacteroides oleiciplenus YIT 12058
Bacteroides ovatus
Bacteroides ovatus 3_8_47FAA
Bacteroides ovatus ATCC 8483
Bacteroides ovatus CL02T12C04
Bacteroides ovatus CL03T12C18
Bacteroides plebeius DSM 17135
